Date,Bid Price,Last Price,Ask Price,spread,Adjusted Duration
04/11/2024,106.877,106.937,106.996,357.5729,2.51E-05
04/10/2024,106.93,106.985,107.04,353.0085,9.83E-05
04/09/2024,107.811,107.866,107.92,354.5447,-0.005316717
04/04/2024,107.275,107.349,107.422,356.0381,0.003224901
04/03/2024,107.529,107.599,107.669,360.8722,-0.000480636
04/01/2024,107.831,107.883,107.935,403.2287,-6.22E-05
03/07/2024,107.796,107.851,107.906,350.5702,-5.63E-06
03/06/2024,107.585,107.651,107.717,343.814,-0.000274985
03/05/2024,107.388,107.444,107.501,351.7233,0.000243585
03/04/2024,107.648,107.706,107.763,353.4762,-0.001387728
03/01/2024,107.47,107.524,107.578,409.5125,3.02E-05
02/09/2024,106.922,106.984,107.045,340.6614,-7.33E-05
02/08/2024,106.544,106.598,106.652,377.0085,9.96E-05
02/07/2024,106.583,106.636,106.69,352.7594,1.47E-05
02/05/2024,106.545,106.61,106.674,357.9117,4.73E-05
02/02/2024,106.904,106.942,106.981,377.8881,-0.000155408
02/01/2024,106.646,106.729,106.812,391.6548,0.000144966
01/11/2024,106.828,106.897,106.967,353.9168,4.16E-05
01/10/2024,106.637,106.713,106.789,357.0757,0.000545839
01/08/2024,106.271,106.338,106.405,360.6018,0.001000111
01/05/2024,105.649,105.711,105.773,362.4362,0.003233354
01/04/2024,105.41,105.469,105.527,351.2393,-0.000204924
01/03/2024,105.437,105.512,105.587,363.5629,-3.31E-05
01/02/2024,106.096,106.149,106.201,391.2564,-0.000216693
01/01/2024,106.33,106.425,106.519,391.3714,-0.022551092
12/12/2023,104.603,104.668,104.733,415.3639,0.000699652
12/07/2023,104.048,104.104,104.159,457.2569,0.000129321
12/06/2023,103.895,103.962,104.029,450.2488,-0.000194901
12/05/2023,104.129,104.206,104.282,509.8414,-3.93E-05
12/04/2023,104.301,104.354,104.408,494.347,9.15E-05
12/01/2023,104.495,104.557,104.619,487.8773,0.000300095
11/10/2023,102.702,102.761,102.821,482.1367,-0.003044533
11/09/2023,101.956,102.018,102.08,458.3406,-0.00030606
11/08/2023,101.286,101.339,101.391,460.9423,0.002575348
11/07/2023,101.245,101.305,101.364,469.9818,3.71E-05
11/01/2023,99.541,99.605,99.67,474.2288,0.004018699
10/11/2023,100.09,100.151,100.212,455.8639,0.000296858
10/10/2023,100.038,100.103,100.167,504.231,9.91E-06
10/05/2023,99.026,99.096,99.166,508.4788,0.002392265
10/04/2023,98.958,99.007,99.057,523.1248,6.14E-05
10/03/2023,98.923,98.986,99.05,533.0059,2.15E-05
10/02/2023,99.824,99.884,99.944,460.9692,0.000124803
09/11/2023,102.894,102.939,102.984,466.702,-0.005176837
09/08/2023,102.561,102.629,102.698,466.7198,0.169695996
09/06/2023,102.479,102.536,102.592,475.7303,0.00010066
09/05/2023,102.706,102.765,102.824,510.8621,-6.34E-05
09/01/2023,103.04,103.122,103.204,491.5553,0.000179311
08/11/2023,102.578,102.638,102.699,480.9148,-0.000443175
08/09/2023,102.513,102.583,102.653,462.477,-2.91E-05
08/08/2023,102.52,102.578,102.636,465.9647,1.40E-05
08/03/2023,102.621,102.692,102.763,473.2016,-0.000153397
08/02/2023,102.773,102.844,102.915,449.1583,6.15E-05
07/12/2023,103.493,103.564,103.634,426.4614,0.000306307
07/11/2023,102.872,102.941,103.009,481.0815,0.000110802
07/07/2023,101.835,101.899,101.964,484.7724,0.002770547
07/06/2023,101.567,101.639,101.712,463.7291,-0.000121562
07/04/2023,102.595,102.669,102.742,497.4566,-0.00029745
07/03/2023,102.539,102.613,102.687,459.4489,-1.44E-05
06/12/2023,102.312,102.37,102.428,429.5046,-7.93E-05
06/09/2023,102.411,102.469,102.528,465.0238,-2.72E-05
06/07/2023,101.942,102.004,102.066,482.0305,0.00026805
06/06/2023,102.003,102.069,102.136,461.6968,3.13E-05
06/02/2023,101.949,102.01,102.071,445.0063,-3.47E-05
06/01/2023,101.245,101.313,101.382,511.0496,0.000104169
05/12/2023,99.552,99.623,99.693,425.4878,-0.000198266
05/10/2023,99.79,99.864,99.937,517.9465,-2.61E-05
05/09/2023,99.37,99.444,99.518,462.9004,-7.67E-05
05/05/2023,99.8,99.863,99.926,520.449,-7.29E-05
05/04/2023,98.896,98.978,99.06,506.765,-0.000653419
05/01/2023,100.572,100.651,100.729,511.2732,-0.003687013
04/12/2023,100.555,100.636,100.718,422.882,-1.69E-06
04/10/2023,100.234,100.309,100.383,515.2133,3.53E-05
04/07/2023,100.217,100.392,100.568,467.7221,1.74E-05
04/05/2023,99.527,99.616,99.705,513.8049,0.000169042
04/04/2023,100.198,100.273,100.348,493.7088,0.000326039
03/10/2023,99.136,99.225,99.314,519.0042,0.000417541
03/08/2023,101.197,101.259,101.321,463.4571,0.000361623
03/07/2023,101.498,101.567,101.636,467.7996,-0.000698326
03/03/2023,102.26,102.313,102.365,466.379,0.005132586
03/02/2023,101.123,101.184,101.244,438.4549,-0.000399579
03/01/2023,100.915,100.981,101.046,515.5656,2.61E-05
02/10/2023,101.629,101.695,101.761,494.8377,0.000338722
02/08/2023,102.497,102.571,102.644,459.6989,0.000243048
02/06/2023,102.592,102.651,102.71,478.8066,-4.08E-05
02/03/2023,102.929,102.991,103.053,484.2252,-0.000609246
02/02/2023,103.516,103.621,103.727,451.3134,0.000184732
02/01/2023,103.04,103.11,103.181,520.9543,7.12E-05
01/12/2023,102.641,102.706,102.772,419.0915,-3.86E-05
01/11/2023,102.148,102.215,102.281,510.654,5.25E-05
01/09/2023,101.362,101.446,101.53,457.9294,-0.000143773
01/06/2023,101.48,101.557,101.633,483.4991,-4.27E-05
01/05/2023,100.138,100.214,100.289,489.0009,0.002435807
01/03/2023,100.128,100.21,100.291,477.2942,-3.41E-06
01/02/2023,99.69,99.822,99.953,456.8391,-0.000190022
12/12/2022,100.41,100.492,100.574,504.5181,-0.000139835
12/09/2022,99.853,99.941,100.029,495.0228,-0.00058063
12/08/2022,99.446,99.525,99.603,466.1499,-0.000144767
12/07/2022,99.259,99.341,99.423,570.9857,1.77E-05
12/05/2022,99.857,99.931,100.005,514.7853,0.000105054
12/01/2022,101.007,101.08,101.154,311.7306,5.60E-05
11/11/2022,99.702,99.769,99.837,517.4692,6.39E-05
11/10/2022,99.649,99.716,99.783,618.2391,5.27E-06
11/08/2022,98.068,98.148,98.227,483.797,-0.000118831
11/07/2022,98.3,98.37,98.44,574.0538,-2.50E-05
11/04/2022,97.848,97.925,98.001,432.0147,-3.20E-05
11/03/2022,96.835,96.919,97.002,403.028,-0.000358088
11/02/2022,97.553,97.677,97.8,372.3347,0.000252833
11/01/2022,98.529,98.598,98.666,313.6744,0.000159238
10/11/2022,94.621,94.693,94.766,517.6199,0.000202204
10/10/2022,95.107,95.194,95.282,592.6861,-7.01E-05
10/06/2022,95.902,95.98,96.058,549.5499,0.000189845
10/05/2022,96.188,96.274,96.36,505.2904,6.90E-05
10/03/2022,94.489,94.563,94.638,394.5824,-0.000163437
09/12/2022,100.428,100.494,100.56,514.6193,-0.000491669
09/09/2022,100.02,100.101,100.182,503.016,-0.000338355
09/08/2022,99.216,99.297,99.378,495.393,-0.00106217
09/06/2022,97.433,97.507,97.582,519.3641,0.000765825
09/05/2022,97.112,97.201,97.29,511.5592,-0.000403351
09/02/2022,97.243,97.332,97.421,349.7605,8.32E-06
08/12/2022,102.458,102.548,102.638,519.3907,-0.000299852
08/11/2022,101.436,101.528,101.62,552.5442,0.00030303
08/09/2022,99.798,99.884,99.971,518.7371,-0.000486853
08/08/2022,100.575,100.656,100.737,493.299,0.000301504
08/04/2022,100.226,100.31,100.394,424.6743,-5.03E-05
08/03/2022,99.793,99.902,100.012,401.5571,-0.000176665
08/02/2022,99.211,99.321,99.431,358.1693,-0.000134824
07/12/2022,96.835,96.91,96.985,513.3986,0.000160271
07/11/2022,97.01,97.086,97.162,549.8195,-4.98E-05
07/07/2022,97.308,97.381,97.454,593.5933,-6.92E-05
07/06/2022,95.732,95.812,95.892,497.9736,-0.00017126
07/01/2022,94.708,94.819,94.931,317.8114,-5.81E-05
06/10/2022,96.685,96.775,96.865,594.5113,-7.30E-05
06/09/2022,98.234,98.29,98.346,536.7198,0.00026671
06/07/2022,99.618,99.688,99.759,609.0884,-0.000193782
06/06/2022,99.563,99.644,99.726,499.4165,-4.03E-06
06/01/2022,100.214,100.291,100.368,314.1278,3.48E-05
05/12/2022,98.715,98.794,98.874,503.8427,7.99E-05
05/10/2022,99.046,99.118,99.189,593.1631,-3.66E-05
05/09/2022,98.428,98.493,98.558,541.5579,-0.000122965
05/05/2022,99.994,100.069,100.144,492.38,0.000320248
04/11/2022,103.107,103.16,103.212,554.4547,-0.000482695
04/08/2022,103.525,103.584,103.644,501.3213,7.70E-05
04/07/2022,104.258,104.341,104.424,597.5056,-7.54E-05
04/05/2022,104.852,104.907,104.963,465.4316,4.09E-05
04/01/2022,104.929,105.005,105.08,307.9427,5.93E-06
03/11/2022,103.385,103.44,103.494,558.2097,6.05E-05
03/10/2022,103.954,104.028,104.102,621.217,-8.97E-05
03/08/2022,103.236,103.313,103.391,508.7674,-6.15E-05
03/03/2022,104.618,104.679,104.74,376.3119,9.85E-05
03/02/2022,104.826,104.897,104.969,355.6451,0.000100559
03/01/2022,104.235,104.289,104.344,308.7085,-0.000124209
02/11/2022,104.727,104.805,104.884,542.6052,-2.10E-05
02/09/2022,106.493,106.544,106.596,541.6361,0.016842323
02/08/2022,106.003,106.061,106.119,507.4807,-0.000133331
02/03/2022,106.103,106.174,106.245,371.8024,7.84E-06
02/02/2022,107.034,107.105,107.177,346.1661,0.000339066
01/12/2022,109.305,109.355,109.404,507.5713,-0.000127475
01/11/2022,109.278,109.309,109.34,548.9742,1.02E-05
01/07/2022,108.839,108.877,108.915,597.8918,8.11E-05
01/06/2022,109.171,109.213,109.256,497.7386,3.07E-05
01/03/2022,109.904,109.97,110.035,379.6499,5.83E-05
12/10/2021,109.115,109.156,109.197,329.118,-0.000147574
12/03/2021,107.29,107.366,107.442,325.9149,-0.00520494
12/02/2021,107.666,107.721,107.776,316.0116,0.000332773
11/11/2021,109.465,109.515,109.566,314.8912,0.014620955
11/10/2021,109.575,109.626,109.676,324.3493,-0.000107055
11/03/2021,109.671,109.713,109.754,323.7358,0.001292548
11/02/2021,109.337,109.367,109.397,314.4977,-0.000342458
10/12/2021,108.712,108.768,108.825,321.3746,0.000800816
10/11/2021,109.118,109.167,109.216,315.6824,0.000642098
09/03/2021,111.058,111.157,111.255,333.321,-0.001014968
09/02/2021,111.076,111.167,111.258,315.1586,4.95E-06
08/12/2021,110.302,110.385,110.468,323.1765,0.00088356
08/11/2021,110.067,110.11,110.153,309.8842,-0.000187891
08/10/2021,109.785,109.83,109.875,324.7933,0.000170996
08/03/2021,109.912,109.945,109.978,349.3424,-4.26E-05
08/02/2021,109.741,109.846,109.951,313.2265,-2.50E-05
07/12/2021,110.789,110.833,110.878,323.9925,-0.000827168
06/10/2021,110.765,110.803,110.84,328.992,5.42E-05
05/11/2021,109.848,109.896,109.945,311.9221,-0.000483498
05/10/2021,109.985,110.065,110.144,329.0417,-8.97E-05
05/03/2021,110.494,110.536,110.579,329.9118,-0.004897202
04/02/2021,110.055,110.157,110.259,321.1081,-0.000390807
03/12/2021,109.528,109.625,109.722,342.451,0.000227378
03/11/2021,109.759,109.822,109.885,318.5527,7.51E-05
03/03/2021,109.327,109.423,109.518,327.4102,0.000411674
03/02/2021,109.799,109.862,109.925,326.8006,0.00655499
02/12/2021,110.935,111.008,111.081,340.7094,-0.000742234
02/11/2021,110.971,111.027,111.084,320.6659,8.54E-06
02/03/2021,110.289,110.377,110.465,323.2084,0.002316188
02/02/2021,109.995,110.057,110.118,329.8189,0.000439843
01/12/2021,109.973,110.036,110.099,345.1785,1.24E-05
01/11/2021,110.101,110.168,110.236,324.4106,5.77E-05
