Date,Bid Price,Last Price,Ask Price,spread,Adjusted Duration
01/12/2023,89.658,91.492,93.326,82.9911,0.000807701
01/11/2023,90.97,92.845,94.719,97.2839,-0.001019582
01/09/2023,92.846,94.749,96.652,84.52,0.001574378
01/06/2023,92.763,94.689,96.614,93.4946,7.06E-05
01/05/2023,97.11,99.002,100.894,97.1113,-0.012045449
01/03/2023,98.407,100.247,102.087,96.8695,0.05136197
12/12/2022,96.199,98.042,99.884,97.3629,0.04558241
12/09/2022,98.119,99.969,101.818,99.3554,-0.009674266
12/08/2022,99.665,101.488,103.312,93.8308,0.002709207
12/07/2022,100.25,102.073,103.896,110.8819,-0.000336119
12/05/2022,98.446,100.294,102.143,104.7669,-0.002900711
12/01/2022,94.75,96.625,98.5,74.4947,-0.001254337
11/10/2022,99.684,101.667,103.651,121.0886,-0.001064373
11/08/2022,105.323,107.244,109.164,98.0713,0.002259297
11/07/2022,105.157,107.085,109.013,110.5921,0.000118587
11/04/2022,106.412,108.41,110.408,91.4757,0.000639353
11/03/2022,110.376,112.388,114.401,99.5087,-0.004406229
11/02/2022,107.795,109.873,111.952,92.3527,-0.003198723
11/01/2022,105,107.009,109.018,74.7534,-0.001520748
10/11/2022,118.722,120.804,122.885,101.28,-0.004304858
10/06/2022,113.696,115.777,117.859,110.0012,0.004978636
10/05/2022,112.553,114.4,116.247,104.6487,-0.002248802
10/03/2022,119.356,121.406,123.455,97.6853,0.008287216
09/12/2022,97.814,99.85,101.887,99.77,0.103556303
09/09/2022,99.475,101.573,103.672,101.3542,-0.01070772
09/08/2022,102.165,104.248,106.332,103.5838,-0.011508775
09/06/2022,109.428,111.524,113.619,105.9624,-0.027428556
09/02/2022,110.277,112.584,114.89,85.6277,0.000463011
08/12/2022,92.418,95.034,97.651,100.4843,0.012430216
08/11/2022,95.042,97.663,100.285,106.7083,-0.004325048
08/09/2022,100.837,103.287,105.737,104.2338,0.022004535
08/08/2022,98.745,101.157,103.57,101.365,-0.007339786
08/04/2022,98.546,101.007,103.467,89.4476,-0.000124612
08/03/2022,99.333,101.835,104.337,99.1601,-0.000837148
08/02/2022,101.983,104.503,107.024,86.7933,0.002064428
07/12/2022,108.812,110.889,112.966,99.9175,-0.00438801
07/11/2022,108.607,110.648,112.688,105.8009,0.000370207
07/07/2022,109.046,111.162,113.278,111.7174,-0.000781523
07/06/2022,114.662,116.64,118.618,99.8406,0.00395435
07/01/2022,116.599,118.642,120.686,75.8833,0.000704349
06/10/2022,107.762,109.962,112.162,116.1539,0.001960149
06/09/2022,103.583,105.607,107.632,111.5659,-0.008988186
06/07/2022,97.594,100.348,103.103,116.0243,0.011754805
06/06/2022,98.667,100.693,102.719,100.3845,0.000219073
06/01/2022,97.23,99.359,101.489,74.8479,-0.000525758
05/12/2022,102.442,104.461,106.479,98.8333,-0.002036289
05/10/2022,102.836,104.704,106.572,114.6905,-0.000146358
05/09/2022,103.561,105.948,108.334,111.8959,0.004201535
05/05/2022,100.039,101.884,103.73,101.5004,-0.003837093
05/04/2022,95.34,97.189,99.039,85.0071,-0.002928943
04/11/2022,89.281,91.407,93.534,107.4304,0.002820974
04/08/2022,87.211,89.264,91.317,100.9667,-0.003714194
04/07/2022,84.954,87.099,89.243,118.5407,0.001414406
04/05/2022,83.145,85.227,87.309,96.5573,-0.000999157
04/04/2022,80.652,82.76,84.869,82.4712,-0.002116206
04/01/2022,82.993,84.987,86.982,72.7793,0.002703702
03/11/2022,91.733,93.532,95.331,111.9733,-0.002330946
03/10/2022,89.569,91.438,93.307,122.1006,0.00226129
03/08/2022,90.178,92.621,95.063,101.546,0.000621393
03/03/2022,87.413,89.299,91.185,95.7825,-0.006454561
03/02/2022,86.667,88.106,89.545,86.4522,-0.00145124
03/01/2022,88.974,90.363,91.751,72.6104,0.001804465
02/11/2022,85.199,87.09,88.981,109.2967,0.00102441
02/09/2022,79.351,80.642,81.933,111.8959,0.030762671
02/08/2022,80.834,81.93,83.026,104.9568,0.00226553
02/03/2022,80.553,81.629,82.704,93.7528,-0.000329116
02/02/2022,77.572,78.886,80.2,83.7055,-0.0034608
01/12/2022,69.352,70.394,71.436,95.3957,0.010319351
01/11/2022,69.325,70.594,71.862,106.0038,-0.00026707
01/07/2022,70.543,71.684,72.826,118.5407,-0.00121287
01/06/2022,69.79,70.928,72.065,99.1429,-0.00054948
01/04/2022,67.427,68.762,70.097,85.0387,-0.002233374
01/03/2022,67.274,68.588,69.903,96.4867,0.000221601
12/10/2021,71.014,72.362,73.71,74.858,0.002411354
12/03/2021,75.614,76.95,78.287,77.7205,-0.020829042
12/02/2021,73.972,75.635,77.297,74.0784,-0.004773656
12/01/2021,74.472,76.189,77.906,74.2342,-0.046671315
11/10/2021,68.921,70.307,71.693,73.7672,-0.179147014
11/03/2021,68.634,70.046,71.458,77.4193,0.001020269
11/02/2021,69.615,71.034,72.453,74.0844,0.004170689
11/01/2021,70.21,71.615,73.021,74.1735,-0.091053036
10/12/2021,73.234,74.569,75.904,75.4958,-0.029958645
09/03/2021,64.721,66.401,68.081,79.8709,0.028115973
09/02/2021,64.406,66.075,67.744,74.8363,-0.000979976
08/12/2021,67.34,69.009,70.678,75.707,-0.0488299
08/11/2021,68.23,69.881,71.533,70.5828,0.002435181
08/10/2021,68.466,70.117,71.767,73.6615,-0.001093255
08/03/2021,68.566,70.21,71.853,81.0777,-0.000178609
08/02/2021,68.133,69.754,71.375,74.1031,-0.000937295
07/12/2021,66.052,67.687,69.321,75.725,0.018828301
07/01/2021,65.369,67.248,69.128,72.8682,-0.002285101
06/10/2021,66.896,68.964,71.032,73.3689,-0.049695521
06/01/2021,69.135,70.597,72.058,74.4992,-0.020464739
05/11/2021,71.031,72.491,73.95,70.0529,0.005876207
05/10/2021,70.405,71.865,73.325,73.2481,0.002726207
05/03/2021,69.328,70.787,72.247,78.3343,0.002994138
04/02/2021,71.127,71.92,72.712,75.049,0.004795183
04/01/2021,71.595,72.387,73.179,75.0174,0.204159324
03/12/2021,72.929,73.98,75.03,80.1997,-0.004155075
03/11/2021,72.525,73.568,74.61,71.3363,-0.000631841
03/03/2021,73.954,75.843,77.731,79.3367,-0.003749335
03/02/2021,73.13,74.176,75.221,76.3946,-0.007638617
02/12/2021,70.148,71.648,73.148,79.1174,0.012958575
02/11/2021,70.269,71.313,72.357,72.4277,-0.000702214
02/03/2021,71.745,73.143,74.54,77.8085,-0.00464977
02/02/2021,72.402,73.445,74.487,76.5589,0.003290589
01/12/2021,70.758,72.111,73.464,80.3235,0.004914004
01/11/2021,70.402,71.843,73.284,72.9841,-0.000508265
